symbol,earning_date,expirt_date,time_difference,pre_earning_iv,post_earning_iv,iv_change,post_earning_vol
MU,2025-06-25,2025-07-03,8,0.7788108,0.40112904,-0.37768176000000003,
MU,2025-06-25,2025-06-27,2,1.1420941,0.3759828,-0.7661112999999999,
PANW,2025-05-20,2025-07-18,59,0.39697868,0.34564865,-0.05133002999999997,0.33087400664321215
PANW,2025-05-20,2025-06-27,38,0.44177803,0.3530338,-0.08874422999999998,0.33087400664321215
PANW,2025-05-20,2025-06-20,31,0.43848217,0.34546554,-0.09301662999999999,0.3324009421949228
PANW,2025-05-20,2025-06-13,24,0.5213671,0.3850159,-0.13635119999999995,0.35747562460829113
PANW,2025-05-20,2025-06-06,17,0.5307664,0.35999176,-0.17077463999999998,0.40729837501827243
PANW,2025-05-20,2025-05-30,10,0.5837444,0.36817038,-0.21557402000000003,0.502333762946407
PANW,2025-05-20,2025-05-23,3,0.9057627,0.43262285,-0.47313985000000003,0.6659971406714945
BUD,2025-05-08,2025-06-20,43,0.23731232,0.23926543,0.001953110000000008,0.15757341151539508
BUD,2025-05-08,2025-06-06,29,0.25293717,0.21680471,-0.03613245999999998,0.16765150998326536
BUD,2025-05-08,2025-05-30,22,0.22217575,0.21582815,-0.006347600000000009,0.17342036605014405
BUD,2025-05-08,2025-05-23,15,0.2417068,0.37061176,0.12890496,0.18852538367735994
BUD,2025-05-08,2025-05-16,8,0.21875781,0.2128985,-0.0058593100000000065,0.2239630408638358
BUD,2025-05-08,2025-05-09,1,0.25781992,0.5224657,0.26464578000000005,0.20901766981650405
TD,2025-05-22,2025-07-18,57,0.22705851,0.17810881,-0.048949699999999985,0.13534888902615116
TD,2025-05-22,2025-06-20,29,0.22534955,0.19043778,-0.03491177000000001,0.13886156668762956
ANET,2025-05-06,2025-06-06,31,0.5131885,0.49194843,-0.021240070000000055,0.4991967256554153
KKR,2025-05-01,2025-06-20,50,0.51880366,0.44409737,-0.07470629000000001,0.3126199872099661
KKR,2025-05-01,2025-06-06,36,0.4323787,0.40308213,-0.029296570000000022,0.33671944396476844
KKR,2025-05-01,2025-05-30,29,0.34351242,0.4731498,0.12963738000000002,0.36618618875103176
KKR,2025-05-01,2025-05-23,22,0.4268856,0.4641167,0.03723110000000002,0.3895608827066285
KKR,2025-05-01,2025-05-16,15,0.4502008,0.4537408,0.0035399999999999876,0.36666642934883975
KKR,2025-05-01,2025-05-09,8,0.5241747,0.47461462,-0.049560080000000006,0.2689381638737203
KKR,2025-05-01,2025-05-02,1,0.5263719,0.5908244,0.06445250000000002,0.21512177934765625
CRWD,2025-06-03,2025-07-18,45,0.4828543,0.40463853,-0.07821577000000002,0.36587377360417306
CRWD,2025-06-03,2025-07-11,38,0.51459223,0.40479112,-0.10980110999999998,0.36587377360417306
CRWD,2025-06-03,2025-07-03,30,0.50842774,0.3994506,-0.10897714000000003,0.36587377360417306
CRWD,2025-06-03,2025-06-27,24,0.5399826,0.39768058,-0.14230201999999997,0.36587377360417306
CRWD,2025-06-03,2025-06-20,17,0.58343923,0.39923698,-0.18420224999999996,0.3527230559935148
CRWD,2025-06-03,2025-06-13,10,0.6374548,0.41193214,-0.22552265999999999,0.3849745403814686
CRWD,2025-06-03,2025-06-06,3,0.9035654,0.44849184,-0.45507356,0.5767506268337664
LOW,2025-05-21,2025-07-18,58,0.28687236,0.28821513,0.0013427699999999931,0.2134023426909805
LOW,2025-05-21,2025-06-20,30,0.30274135,0.27832752,-0.024413830000000025,0.19049887530833257
LOW,2025-05-21,2025-06-13,23,0.27869374,0.2574537,-0.021240040000000016,0.1970624280751517
LOW,2025-05-21,2025-06-06,16,0.28418684,0.24481957,-0.03936727000000001,0.1829219578143506
LOW,2025-05-21,2025-05-30,9,0.2542799,0.27307856,0.018798660000000023,0.21538279965765972
LOW,2025-05-21,2025-05-23,2,0.31055376,0.30078825,-0.009765510000000033,0.041232526654020614
MELI,2025-05-07,2025-06-20,44,0.46920544,0.36894858,-0.10025685999999995,0.31364686082385307
MELI,2025-05-07,2025-06-13,37,0.4745307,0.39369044,-0.08084026000000005,0.3084763748328789
MELI,2025-05-07,2025-05-30,23,0.5302629,0.37341934,-0.15684356,0.31420489497908627
MELI,2025-05-07,2025-05-23,16,0.44281563,0.3673693,-0.07544633,0.3532663817176624
MELI,2025-05-07,2025-05-16,9,0.5294542,0.41338173,-0.11607246999999998,0.3121832112957251
MELI,2025-05-07,2025-05-09,2,0.649326,0.4172269,-0.23209909999999995,0.437747819752387
SAN,2025-04-30,2025-06-20,51,0.38086557,0.40820906,0.027343490000000026,0.29191184556350397
SAN,2025-04-30,2025-05-16,16,1.0390673,0.42188078,-0.61718652,0.3775011448274842
ADP,2025-04-30,2025-05-16,16,0.25122818,0.23419955,-0.017028630000000017,0.13001705181923154
ADP,2025-04-30,2025-05-09,9,0.25183854,0.26142097,0.009582429999999975,0.12806949131006684
ADP,2025-04-30,2025-05-02,2,0.3399724,0.34863934,0.008666940000000012,0.2069166646655025
KLAC,2025-04-30,2025-06-20,51,0.4354762,0.42081267,-0.01466352999999998,0.3802420354401158
KLAC,2025-04-30,2025-05-16,16,0.5042774,0.45117736,-0.05310003999999996,0.4948131034998111
ADI,2025-05-22,2025-07-18,57,0.3372869,0.32886413,-0.008422770000000024,0.30741661031070705
ADI,2025-05-22,2025-06-27,36,0.305671,0.3175117,0.011840699999999982,0.30741661031070705
ADI,2025-05-22,2025-06-20,29,0.33154964,0.33692068,0.005371039999999994,0.31344844505101394
ADI,2025-05-22,2025-06-13,22,0.37390763,0.32849792,-0.04540970999999999,0.31946721556758634
ADI,2025-05-22,2025-06-06,15,0.32862,0.3330145,0.004394499999999968,0.31471271897855796
ADI,2025-05-22,2025-05-30,8,0.32276067,0.31897655,-0.003784120000000002,0.392923361816425
ADI,2025-05-22,2025-05-23,1,0.48706567,0.14502808,-0.34203759,0.454601058140078
COP,2025-05-08,2025-06-20,43,0.31568068,0.30945516,-0.006225519999999984,0.28288429951635385
COP,2025-05-08,2025-06-06,29,0.3839173,0.3068917,-0.07702560000000003,0.26705650776596485
COP,2025-05-08,2025-05-30,22,0.3029855,0.29761446,-0.005371039999999994,0.2653995385427197
COP,2025-05-08,2025-05-23,15,0.34375656,0.30713582,-0.036620739999999985,0.2981039025855446
COP,2025-05-08,2025-05-16,8,0.33399102,0.3566959,0.022704879999999983,0.30316897801062265
COP,2025-05-08,2025-05-09,1,0.4960988,0.24707784,-0.24902096,0.17026999169417747
VRTX,2025-05-05,2025-06-20,46,0.3466557,0.31034014,-0.036315560000000024,0.3846480349057161
VRTX,2025-05-05,2025-06-06,32,0.4187375,0.24997698,-0.16876052,0.4340725998971171
VRTX,2025-05-05,2025-05-30,25,0.37958384,0.28955787,-0.09002597000000001,0.4810860978291103
VRTX,2025-05-05,2025-05-23,18,0.4374446,0.4265194,-0.010925200000000024,0.526510560607685
VRTX,2025-05-05,2025-05-16,11,0.43701735,0.43280596,-0.004211390000000037,0.6245521669467692
VRTX,2025-05-05,2025-05-09,4,0.5056202,1.5732443,1.0676241000000002,0.6725898443816035
APP,2025-05-07,2025-06-20,44,0.98791516,0.7896139,-0.19830126000000003,0.6379942521911638
APP,2025-05-07,2025-06-13,37,1.0606736,0.8362748,-0.22439880000000012,0.6287452284821562
APP,2025-05-07,2025-06-06,30,1.1641887,0.8201922,-0.3439964999999999,0.581555305584915
APP,2025-05-07,2025-05-30,23,1.1344037,0.7108794,-0.42352429999999996,0.6432015643420397
APP,2025-05-07,2025-05-23,16,1.2739294,0.77185285,-0.5020765500000001,0.6756920327264516
APP,2025-05-07,2025-05-16,9,1.6049825,0.6844514,-0.9205310999999999,0.8090998789506721
APP,2025-05-07,2025-05-09,2,2.6223178,0.5993692,-2.0229486,1.2187976375879235
MDT,2025-05-21,2025-07-18,58,0.23169714,0.22840127,-0.0032958700000000063,0.22767904730126431
MDT,2025-05-21,2025-06-27,37,0.25366956,0.26831788,0.014648319999999992,0.22767904730126431
MDT,2025-05-21,2025-06-20,30,0.3357,0.24512474,-0.09057525999999999,0.2330712859819086
MDT,2025-05-21,2025-06-13,23,0.26099372,0.23877715,-0.02221656999999999,0.24432487749864393
MDT,2025-05-21,2025-06-06,16,0.23267369,0.21924609,-0.013427599999999984,0.2803591866817358
MDT,2025-05-21,2025-05-30,9,0.2744213,0.20362124,-0.07080005999999997,0.316831923085613
MDT,2025-05-21,2025-05-23,2,0.3222724,0.20703918,-0.11523322000000003,0.31355205534323644
MSTR,2025-05-01,2025-06-20,50,0.78988856,0.6856721,-0.10421645999999996,0.43438281950367935
MSTR,2025-05-01,2025-06-06,36,0.75006354,0.74463147,-0.005432070000000011,0.4727669519662031
MSTR,2025-05-01,2025-05-30,29,0.7202787,0.6068765,-0.11340220000000001,0.48958074770011883
MSTR,2025-05-01,2025-05-23,22,0.7673363,0.5940287,-0.1733076,0.5350887571478196
MSTR,2025-05-01,2025-05-16,15,0.7160063,0.5549361,-0.16107019999999994,0.4659111382295454
MSTR,2025-05-01,2025-05-09,8,0.73980975,0.50537604,-0.23443371000000002,0.3899144982183392
MSTR,2025-05-01,2025-05-02,1,0.97448754,0.13379772,-0.84068982,0.32557220618690985
NKE,2025-06-26,2025-07-25,29,0.49512222,0.36817038,-0.12695183999999998,
NKE,2025-06-26,2025-07-18,22,0.5161181,0.35010415,-0.16601395000000002,
NKE,2025-06-26,2025-07-11,15,0.620121,0.34863934,-0.27148166,
NKE,2025-06-26,2025-07-03,7,0.7348659,0.3466862,-0.38817969999999996,
NKE,2025-06-26,2025-06-27,1,1.3418002,0.15918809,-1.18261211,
UBS,2025-04-30,2025-05-16,16,0.34278002,0.29492894,-0.047851080000000046,0.22507860003589325
UBS,2025-04-30,2025-05-09,9,0.4091856,0.3222724,-0.08691319999999997,0.24746713980559715
UBS,2025-04-30,2025-05-02,2,0.43750563,0.7910177,0.35351207000000007,0.33159356118908195
SBUX,2025-04-29,2025-05-16,17,0.5263719,0.33594415,-0.19042775,0.4784511403680724
SBUX,2025-04-29,2025-05-09,10,0.6218299,0.36231107,-0.25951883000000003,0.47017881652698335
SBUX,2025-04-29,2025-05-02,3,0.91015714,0.4130918,-0.49706534,0.6554930092778808
ICE,2025-05-01,2025-06-20,50,0.2507399,0.23737335,-0.013366550000000005,0.14940994553956854
ICE,2025-05-01,2025-05-16,15,0.2432937,0.35913727,0.11584357,0.19775319616840645
AMT,2025-04-29,2025-07-18,80,0.25235733,0.27890736,0.026550030000000002,0.25854660947433783
AMT,2025-04-29,2025-06-20,52,0.24799336,0.25183854,0.0038451800000000036,0.25790632182980266
AMT,2025-04-29,2025-05-16,17,0.25611097,0.29675996,0.040648989999999996,0.39011743044667857
SO,2025-05-01,2025-06-20,50,0.20313297,0.19763985,-0.00549311999999999,0.21997633567132277
SO,2025-05-01,2025-05-30,29,0.19617502,0.1879964,-0.008178619999999998,0.2574592088267319
SO,2025-05-01,2025-05-23,22,0.22022264,0.21582815,-0.004394490000000001,0.25769746601908194
SO,2025-05-01,2025-05-16,15,0.24414818,0.22071092,-0.023437259999999988,0.27542009532386263
SO,2025-05-01,2025-05-09,8,0.24073026,0.22779092,-0.012939339999999994,0.1558630986715008
SO,2025-05-01,2025-05-02,1,0.39160764,0.19727366,-0.19433398,0.002218225146862761
MO,2025-04-29,2025-05-16,17,0.2231523,0.2109454,-0.012206899999999993,0.2670290744948923
MO,2025-04-29,2025-05-09,10,0.22852334,0.208504,-0.020019339999999997,0.1406448893921055
MO,2025-04-29,2025-05-02,3,0.24512474,0.26270267,0.01757793000000002,0.04792098706284772
WELL,2025-04-28,2025-06-20,53,0.2484206,0.27307856,0.024657960000000034,0.20571430736837568
WELL,2025-04-28,2025-05-16,18,0.3598697,0.24768819,-0.11218151000000001,0.21292204993704977
BN,2025-05-08,2025-06-20,43,0.38477176,0.37549454,-0.00927722000000003,0.23493312306283282
BN,2025-05-08,2025-05-16,8,0.2929758,0.43750563,0.14452982999999997,0.2813164313783679
SMFG,2025-05-14,2025-05-16,2,2.3281293,3.5546887,1.2265593999999997,
ENB,2025-05-09,2025-06-20,42,0.1611412,0.10059493,-0.06054627000000001,0.21596532207477745
ENB,2025-05-09,2025-05-16,7,0.22168747,0.34863934,0.12695187000000002,0.27367617539028105
CEG,2025-05-06,2025-06-13,38,0.48987326,0.5408371,0.05096383999999998,0.4532893736526074
CEG,2025-05-06,2025-06-06,31,0.48663843,0.50659674,0.01995830999999998,0.4771877537288945
TT,2025-04-30,2025-06-20,51,0.32901672,0.30789876,-0.02111795999999999,0.2670764726776688
TT,2025-04-30,2025-05-16,16,0.33679864,0.30707482,-0.029723819999999956,0.3558899904056704
PH,2025-05-01,2025-06-20,50,0.31694713,0.33740896,0.02046182999999996,0.19836193364798116
PH,2025-05-01,2025-05-16,15,0.30258876,0.29480687,-0.0077818900000000135,0.19310293821044394
WM,2025-04-28,2025-07-18,81,0.24341577,0.20880918,-0.03460658999999999,0.158211288404457
WM,2025-04-28,2025-06-20,53,0.24713887,0.22290817,-0.02423070000000002,0.1575855955753616
WM,2025-04-28,2025-05-16,18,0.3076241,0.1947102,-0.11291390000000001,0.20866439988551574
RCL,2025-04-29,2025-05-16,17,0.49109396,0.45618218,-0.03491178,0.2733224548953178
RCL,2025-04-29,2025-05-09,10,0.46057668,0.45532772,-0.005248960000000025,0.2856306183886981
RCL,2025-04-29,2025-05-02,3,0.5068409,0.4545953,-0.05224560000000006,0.35616605567113363
COIN,2025-05-08,2025-06-20,43,0.7070952,0.6132241,-0.09387109999999999,0.9719197944689314
COIN,2025-05-08,2025-06-13,36,0.61456686,0.5835613,-0.0310055600000001,0.9086463288521328
COIN,2025-05-08,2025-06-06,29,0.7328518,0.6053506,-0.1275012000000001,1.001763507283339
COIN,2025-05-08,2025-05-30,22,0.7283963,0.58087575,-0.14752054999999997,1.0720807407785797
COIN,2025-05-08,2025-05-23,15,0.7812522,0.57434505,-0.20690714999999993,1.1886343341756263
COIN,2025-05-08,2025-05-16,8,0.85473776,0.5698285,-0.28490926000000005,1.4751232843743234
COIN,2025-05-08,2025-05-09,1,1.3259311,0.18653157,-1.13939953,0.9509964659796734
HCA,2025-04-25,2025-07-18,84,0.34018603,0.34680828,0.006622250000000052,0.24153736353269967
HCA,2025-04-25,2025-06-20,56,0.37146625,0.34424484,-0.02722141,0.2446892665159881
TRI,2025-05-01,2025-06-20,50,0.265022,0.2496413,-0.01538069999999997,0.16067976395582986
TRI,2025-05-01,2025-05-16,15,0.24732198,0.17884122,-0.06848076,0.18331368602415998
BBVA,2025-04-29,2025-06-20,52,0.5703168,0.5576216,-0.012695199999999907,0.2717281957367807
BBVA,2025-04-29,2025-05-16,17,0.554692,0.62500376,0.07031176000000006,0.28802467657125813
MCK,2025-05-08,2025-06-20,43,0.35874054,0.30136806,-0.057372480000000003,0.2259028528146678
MCK,2025-05-08,2025-05-30,22,0.3524845,0.34439743,-0.008087069999999974,0.2784399579223552
MCK,2025-05-08,2025-05-23,15,0.3217231,0.37946177,0.05773866999999999,0.3158196897117541
MCK,2025-05-08,2025-05-16,8,0.4828543,0.3440007,-0.13885360000000002,0.41311817262152883
MCK,2025-05-08,2025-05-09,1,0.9852296,0.272102,-0.7131276,0.5626324797140565
MDLZ,2025-04-29,2025-05-16,17,0.20508607,0.28613997,0.08105390000000001,0.2461404137666864
MDLZ,2025-04-29,2025-05-09,10,0.32080758,0.27588615,-0.044921429999999984,0.22640004939184372
MDLZ,2025-04-29,2025-05-02,3,0.47656775,0.36035797,-0.11620977999999998,0.29916247404951457
CDNS,2025-04-28,2025-07-18,81,0.3313055,0.37811902,0.04681352,0.3857281984770495
CDNS,2025-04-28,2025-06-20,53,0.39740592,0.3643252,-0.03308072000000001,0.3909321432453427
CDNS,2025-04-28,2025-05-16,18,0.4772391,0.35803863,-0.11920047,0.2943334932521543
SHW,2025-04-29,2025-09-19,143,0.30423668,0.31394118,0.009704500000000005,0.267539329205618
SHW,2025-04-29,2025-06-20,52,0.2818065,0.28809306,0.006286559999999997,0.2595449491157883
SHW,2025-04-29,2025-05-16,17,0.25977302,0.30628136,0.04650833999999998,0.2718113477975962
SE,2025-05-13,2025-06-13,31,0.3625552,0.35877106,-0.003784140000000047,0.5435594013886249
SE,2025-05-13,2025-06-06,24,0.4624077,0.34607586,-0.11633183999999996,0.5749948768926724
UPS,2025-04-29,2025-05-16,17,0.34009448,0.33789724,-0.002197239999999989,0.32028607977798473
UPS,2025-04-29,2025-05-09,10,0.351569,0.3593814,0.007812399999999997,0.2603018948855603
UPS,2025-04-29,2025-05-02,3,0.305671,0.38477176,0.07910075999999999,0.2305056538479222
RACE,2025-05-06,2025-06-20,45,0.32532412,0.28598738,-0.03933673999999998,0.18051507697596056
TDG,2025-05-06,2025-05-16,10,0.31445998,0.31760326,0.003143280000000026,0.38547248358174235
CI,2025-05-02,2025-06-20,49,0.27204096,0.2570875,-0.014953459999999974,0.26172945822201504
CI,2025-05-02,2025-06-06,35,0.23633575,0.24738301,0.011047259999999975,0.2942323792548517
CI,2025-05-02,2025-05-30,28,0.27820545,0.2431106,-0.03509485000000001,0.32879617771775116
CI,2025-05-02,2025-05-23,21,0.30573204,0.277412,-0.02832003999999999,0.35880955657588537
CI,2025-05-02,2025-05-16,14,0.27503166,0.28424788,0.009216219999999997,0.41080094312145493
CI,2025-05-02,2025-05-09,7,0.34033862,0.2793041,-0.06103451999999998,0.05056094583921091
CVS,2025-05-01,2025-06-20,50,0.35694003,0.32422552,-0.03271451000000003,0.35530801207058793
CVS,2025-05-01,2025-06-06,36,0.3606021,0.42358974,0.06298764000000001,0.3733122832855099
CVS,2025-05-01,2025-05-30,29,0.3005441,0.32862,0.028075900000000042,0.41701564541542196
CVS,2025-05-01,2025-05-23,22,0.30347377,0.34058276,0.03710899000000001,0.42873695338272
CVS,2025-05-01,2025-05-16,15,0.30200893,0.31641307,0.01440414000000001,0.47500364553405816
CVS,2025-05-01,2025-05-09,8,0.31885448,0.3012765,-0.017577979999999993,0.3639444867502557
CVS,2025-05-01,2025-05-02,1,0.4091856,0.2519606,-0.157225,0.7781642518928805
SNPS,2025-05-28,2025-07-18,51,0.53030866,0.40839216,-0.12191649999999998,0.45754906206975
SNPS,2025-05-28,2025-06-20,23,0.54864955,0.4238949,-0.12475465000000002,0.47190915155512325
DELL,2025-05-29,2025-07-18,50,0.4909719,0.42566493,-0.06530697000000002,0.34789230806974364
DELL,2025-05-29,2025-07-03,35,0.5056202,0.40015247,-0.10546772999999998,0.34789230806974364
DELL,2025-05-29,2025-06-27,29,0.5085498,0.5015919,-0.006957900000000072,0.34789230806974364
DELL,2025-05-29,2025-06-20,22,0.56628853,0.41480076,-0.15148777000000002,0.3550889649712663
DELL,2025-05-29,2025-06-13,15,0.5483444,0.42432216,-0.12402223999999995,0.3429418080029192
DELL,2025-05-29,2025-06-06,8,0.71094036,0.42090422,-0.29003614000000005,0.3489742241397212
DELL,2025-05-29,2025-05-30,1,1.2387733,0.2128985,-1.0258748,0.22176702087728262
NTES,2025-05-15,2025-07-18,64,0.40296006,0.36206692,-0.040893139999999994,0.4894467597652229
NTES,2025-05-15,2025-06-20,36,0.5114795,0.39844352,-0.11303597999999998,0.49971585992800077
NTES,2025-05-15,2025-05-30,15,0.5863078,0.42212492,-0.16418288000000003,0.7058277193472338
NTES,2025-05-15,2025-05-23,8,0.41138285,0.49512222,0.08373936999999998,0.8691015281422111
NTES,2025-05-15,2025-05-16,1,0.81543154,1.0839889,0.2685573600000001,1.8254107744668089
ABNB,2025-05-01,2025-06-20,50,0.5067188,0.3720766,-0.13464220000000005,0.349067023160966
ABNB,2025-05-01,2025-06-06,36,0.3775697,0.4178525,0.04028280000000001,0.38052509357475756
ABNB,2025-05-01,2025-05-30,29,0.5236864,0.36743796,-0.15624844,0.4068770876470362
ABNB,2025-05-01,2025-05-23,22,0.62622446,0.37695935,-0.24926510999999996,0.43754090224523534
ABNB,2025-05-01,2025-05-16,15,0.6879914,0.3724428,-0.3155486,0.43666862596157946
ABNB,2025-05-01,2025-05-09,8,0.84961087,0.3676821,-0.48192877,0.2666235251351819
ABNB,2025-05-01,2025-05-02,1,1.3305697,0.20313297,-1.12743673,0.07821311867640575
HOOD,2025-04-30,2025-05-16,16,0.8818371,0.72851837,-0.15331873000000007,0.6228566952823676
HOOD,2025-04-30,2025-05-09,9,0.99511725,0.7045928,-0.29052444999999993,0.612509802642051
HOOD,2025-04-30,2025-05-02,2,1.6328143,0.79590046,-0.8369138399999999,0.741508067902474
APO,2025-05-02,2025-06-20,49,0.4265194,0.4104063,-0.01611309999999999,0.37108086704113935
APO,2025-05-02,2025-06-13,42,0.60596097,0.3512028,-0.25475817000000006,0.3894641100351756
APO,2025-05-02,2025-05-30,28,0.35340002,0.40064076,0.04724074,0.4342114970530856
APO,2025-05-02,2025-05-23,21,0.39380488,0.41174904,0.017944159999999987,0.4792281298980933
APO,2025-05-02,2025-05-16,14,0.43848217,0.44702703,0.008544859999999987,0.4742929802402834
APO,2025-05-02,2025-05-09,7,0.50610846,0.46265185,-0.04345661000000001,0.3424655659643161
BMO,2025-05-28,2025-06-20,23,0.2077716,0.2116778,0.0039061999999999986,0.10268273700171357
AJG,2025-05-01,2025-06-20,50,0.28595686,0.2992929,0.013336039999999993,0.23900108516615168
AJG,2025-05-01,2025-05-16,15,0.3054879,0.28986305,-0.015624849999999968,0.26417715230401556
FTNT,2025-05-07,2025-06-20,44,0.50696295,0.38330695,-0.12365600000000004,0.3628775731119529
FTNT,2025-05-07,2025-06-06,30,0.56738716,0.29004616,-0.277341,0.41341929785253395
FTNT,2025-05-07,2025-05-30,23,0.6726107,0.32862,-0.3439907,0.4615488642535079
FTNT,2025-05-07,2025-05-23,16,0.65661967,0.45117736,-0.20544230999999996,0.497755260640716
FTNT,2025-05-07,2025-05-16,9,0.7919943,0.3772035,-0.4147908,0.6407258122326043
FTNT,2025-05-07,2025-05-09,2,1.3085972,0.69140935,-0.6171878499999999,0.7725857696247651
BP,2025-04-29,2025-05-16,17,0.31592482,0.39356074,0.07763592000000002,0.35846909631578144
BP,2025-04-29,2025-05-09,10,0.36328763,0.49805188,0.13476425000000003,0.44197987432791463
BP,2025-04-29,2025-05-02,3,0.4609429,0.39063108,-0.07031181999999997,0.3941310945752905
PBR,2025-05-12,2025-06-20,39,0.29199928,0.24414818,-0.047851100000000035,0.2604940506935925
PBR,2025-05-12,2025-06-13,32,0.43262285,0.24024197,-0.19238088,0.26664752878581527
PBR,2025-05-12,2025-06-06,25,0.4404353,0.2519606,-0.1884747,0.19452625671600973
PBR,2025-05-12,2025-05-30,18,0.37891245,0.30078825,-0.07812420000000003,0.17138951894025678
PBR,2025-05-12,2025-05-23,11,0.4648491,0.31055376,-0.15429534,0.16761351459141238
PBR,2025-05-12,2025-05-16,4,0.5039112,0.3281317,-0.17577949999999998,0.1987106391596424
EMR,2025-05-07,2025-06-20,44,0.41016215,0.30957723,-0.10058492000000002,0.24838999070941492
EMR,2025-05-07,2025-06-13,37,0.2926096,0.34778485,0.055175249999999953,0.25391178147553317
EMR,2025-05-07,2025-06-06,30,0.32556826,0.45483944,0.12927117999999999,0.2725915684028224
EMR,2025-05-07,2025-05-30,23,0.28345442,0.21338677,-0.07006764999999998,0.29757333676184583
EMR,2025-05-07,2025-05-16,9,0.33472344,0.34229174,0.007568300000000028,0.33900708410065244
EMR,2025-05-07,2025-05-09,2,0.5795941,0.5293016,-0.05029249999999996,0.19962459819538933
ECL,2025-04-29,2025-05-16,17,0.3183662,0.16773294,-0.15063326,0.20209955332009352
GSK,2025-04-30,2025-06-20,51,0.231453,0.2524489,0.020995899999999984,0.3175424775841305
GSK,2025-04-30,2025-05-23,23,0.34863934,0.24073026,-0.10790908000000002,0.31030872215986477
GSK,2025-04-30,2025-05-16,16,0.2646558,0.24268335,-0.021972450000000004,0.3464707076147284
GSK,2025-04-30,2025-05-09,9,0.2500075,0.26172614,0.011718640000000002,0.29018201695551554
GSK,2025-04-30,2025-05-02,2,0.31250688,0.2500075,-0.06249937999999999,0.41206730011545284
EQIX,2025-04-30,2025-06-20,51,0.30391628,0.28749797,-0.01641830999999999,0.13230839883327075
EQIX,2025-04-30,2025-05-16,16,0.33100033,0.30383998,-0.02716035,0.1465383373513151
MAR,2025-05-06,2025-05-30,24,0.30359584,0.27301753,-0.030578309999999997,0.30048915426865186
AON,2025-04-25,2025-07-18,84,0.27609977,0.2782665,0.0021667300000000056,0.29752910765978086
AON,2025-04-25,2025-06-20,56,0.28205064,0.24289697,-0.03915367000000003,0.2988539438552218
ITW,2025-04-30,2025-06-20,51,0.25653818,0.33100033,0.07446215,0.17763038297613562
ITW,2025-04-30,2025-05-16,16,0.25025165,0.2500075,-0.00024414999999999853,0.20032636823641617
CP,2025-04-30,2025-06-20,51,0.33862966,0.28589582,-0.052733839999999976,0.21439066421460864
CP,2025-04-30,2025-05-16,16,0.38526005,0.28565168,-0.09960837,0.29733074343588106
CL,2025-04-25,2025-05-16,21,0.29712617,0.21338677,-0.08373940000000002,0.23398689768311512
PYPL,2025-04-29,2025-05-16,17,0.37134418,0.3842835,0.012939319999999976,0.23480390983294072
PYPL,2025-04-29,2025-05-09,10,0.37647107,0.38086557,0.004394499999999968,0.2357811454062876
PYPL,2025-04-29,2025-05-02,3,0.39160764,0.40625593,0.014648290000000008,0.28985903499681964
SNOW,2025-05-21,2025-07-18,58,0.55652297,0.3811097,-0.17541326999999995,0.46406882267411875
SNOW,2025-05-21,2025-06-27,37,0.45715874,0.3924011,-0.06475764,0.46406882267411875
SNOW,2025-05-21,2025-06-20,30,0.6374548,0.37433487,-0.26311993,0.47552031547728296
SNOW,2025-05-21,2025-06-13,23,0.6357458,0.4530084,-0.18273740000000005,0.5296755491546578
SNOW,2025-05-21,2025-06-06,16,0.69104314,0.38880005,-0.30224309,0.6154952727605387
SNOW,2025-05-21,2025-05-30,9,0.9277351,0.348029,-0.5797061000000001,0.8118262659198353
SNOW,2025-05-21,2025-05-23,2,1.5146508,0.34497726,-1.16967354,1.30065205907829
HWM,2025-05-01,2025-06-20,50,0.38733524,0.38147593,-0.0058593100000000065,0.25079042536123086
HWM,2025-05-01,2025-05-23,22,0.3989318,0.39624628,-0.002685519999999997,0.29449735998439086
HWM,2025-05-01,2025-05-16,15,0.44336495,0.42566493,-0.017700019999999983,0.3135476478002816
HWM,2025-05-01,2025-05-02,1,0.5263719,0.7275418,0.2011699,0.291569805467166
WMB,2025-05-05,2025-06-20,46,0.32154,0.38379523,0.062255229999999995,0.21985973979419118
WMB,2025-05-05,2025-06-06,32,0.3420476,0.30664757,-0.03540003000000003,0.2131762582163433
WMB,2025-05-05,2025-05-30,25,0.34619793,0.30322963,-0.042968300000000015,0.22132013012700824
WMB,2025-05-05,2025-05-23,18,0.351569,0.3012765,-0.05029250000000002,0.23366847049090061
WMB,2025-05-05,2025-05-16,11,0.3945373,0.38965455,-0.004882749999999991,0.24858199449275634
WMB,2025-05-05,2025-05-09,4,0.46826702,0.5312547,0.06298767999999999,0.3053712091500283
ITUB,2025-05-08,2025-06-20,43,0.26953855,0.6718783,0.40233975000000005,0.3072741630774624
ITUB,2025-05-08,2025-05-16,8,0.34375656,1.1328168,0.7890602400000001,0.4459518083378587
RBLX,2025-05-01,2025-06-20,50,0.45361874,0.39990833,-0.05371041000000004,0.3644374560682591
RBLX,2025-05-01,2025-06-06,36,0.36902487,0.41382423,0.04479936000000001,0.3864562088964659
RBLX,2025-05-01,2025-05-30,29,0.50293463,0.40747663,-0.09545800000000004,0.38532418147203146
RBLX,2025-05-01,2025-05-23,22,0.48511258,0.41553319,-0.06957939000000002,0.39683834468083723
RBLX,2025-05-01,2025-05-16,15,0.45801324,0.3823304,-0.07568283999999997,0.4613339529447872
